REFCODE,SCP,LCD,PLD,Va,Density,ASA,VF,KH311,300,305,310,315,320,325,330,335,340,345,350,353,adsH,dW
SONVAT_clean.cif,74.67080808,13.18997,6.68595,0.706288,0.88151,2207.39,0.761781,-3.013214834,-6.76700389,-8.225483034,-8.815308569,-8.459670525,-8.769551079,-9.016373713,-9.111820506,-9.838631998,-10.30103,-10.01863449,-10.26600071,-10.11013828,41.35328836,0.443003254
FUNCEX_clean.cif,560.0911825,13.21557,12.45297,1.30351,0.543761,3490.97,0.812972,-2.956936525,-8.119186408,-7.585026652,-7.795880017,-8.752026734,-9.055517328,-9.777283529,-9.879426069,-9.101274818,-8.251037139,-8.882728704,-8.88941029,-7.580044252,41.1955,0.91409306
DOTSOV09_clean.cif,84.40865179,13.28482,6.76798,0.715904,0.885873,2140.93,0.760492,-3.082322802,-8.374687549,-8.71219827,-8.469800302,-8.583359493,-8.663540266,-9.127843727,-9.903089987,-10.13966199,-10.18309616,-9.055024092,-10.1214782,-10.31605287,41.1130594,0.451609168
DOTSOV20_clean.cif,36.70437015,13.28186,6.78203,0.716836,0.886116,2140.69,0.761115,-3.074562074,-8.581698709,-8.661543506,-8.42136079,-8.732828272,-8.958607315,-9.130181792,-7.93930216,-10.08990945,-10.35359627,-10.31336373,-10.42945706,-9.903089987,41.10884809,0.450820039
XAMDUM_clean.cif,58.17532935,13.21569,6.84093,0.722955,0.879722,2139.35,0.761756,-3.041070298,-8.209011525,-8.559090918,-8.293282218,-8.53165267,-8.640164518,-8.71219827,-9.097453221,-9.665546249,-10.39685563,-10.3205721,-10.32975415,-10.31069114,41.10329103,0.447066656
HIGRIA_clean.cif,228.1625849,11.4049,6.8096,1.0933,0.649596,3509.08,0.833979,-4.206209615,-6.752026734,-6.614393726,-7.876148359,-6.573488739,-7.777283529,-9.238072162,-9.254925208,-8.266802735,-8.261219442,-8.385102784,-8.288192771,-8.142064735,40.93392149,0.759349106
SONVEX_clean.cif,61.431852,13.2089,6.72108,0.710064,0.879921,2164.71,0.762361,-3.028482016,-7.906578315,-8.209714836,-8.671620397,-8.728158393,-8.982966661,-8.88941029,-9.119758224,-9.970616222,-10.36855623,-10.10457745,-10.52432881,-10.19654288,40.90867383,0.447047406
DOTSOV29_clean.cif,77.90856479,13.27457,6.79655,0.71856,0.886216,2142.01,0.763304,-3.0819576,-7.818156412,-8.335358024,-8.844663963,-8.709965389,-9.218963061,-9.123205024,-9.226945307,-9.809668302,-10.2798407,-9.118045029,-10.07058107,-10.19997064,40.83818251,0.452127015
DOTSOV34_clean.cif,35.16246901,13.24039,6.7705,0.715197,0.889545,2139.07,0.763755,-3.08314458,-7.229147988,-8.283996656,-8.356547324,-7.906578315,-8.863279433,-8.663540266,-9,-9.931814138,-10.15614458,-10.21538271,-10.4698003,-8.158015195,40.81294147,0.450249789
LIGHAM_clean.cif,14.75867799,5.78872,4.76465,0.252399,1.04913,896.251,0.397828,3.1389844,-8.256490235,-9.014573526,-9.118615343,-9.206209615,-9.187086643,-9.500312917,-9.30980392,-9.761953897,-9.860120914,-9.838631998,-9.540607512,-10.0893756,40.76281372,0.02538478
DOTSOV14_clean.cif,51.47454789,13.29049,6.76267,0.716639,0.885244,2143.52,0.760765,-3.084508883,-6.718966633,-8.079354999,-8.742321425,-8.950781977,-7.638272164,-9.214670165,-9.665546249,-10.06048075,-10.47755577,-10.31605287,-10.03668449,-10.36754271,40.68411055,0.456026198
ZIF-6.cif,89.9868239,9.72064,5.34754,0.754584,0.763865,2759.18,0.668071,-3.426269948,-7.227678293,-7.251037139,-7.435333936,-7.772113295,-7.361510743,-7.066512712,-8.478861916,-8.866461092,-8.906578315,-9.241845378,-7.785156152,-8.306273051,40.68051256,0.416601585
DOTSOV41_clean.cif,31.86477483,13.20811,6.75093,0.71472,0.88874,2131.52,0.762867,-3.098501357,-7.91721463,-8.050122296,-8.742321425,-8.705533774,-8.59345982,-8.88941029,-9.153044675,-8.058488567,-10.30715308,-10.31785492,-10.14691047,-10.04239271,40.56349646,0.431263402
DOTSOV12_clean.cif,53.18460703,13.29075,6.76281,0.716447,0.885201,2143.02,0.760416,-3.084544233,-8.35261703,-8.505845406,-8.591760035,-8.63638802,-8.709965389,-8.812479279,-9.946921557,-10.01682493,-10.4100504,-10.18909572,-9.935542011,-9.68613278,40.52730795,0.45041781
DOTSOV02_clean.cif,152.0790665,13.27273,6.77797,0.714286,0.887319,2134.01,0.761593,-3.073164364,-6.219682688,-8.313363731,-8.66756154,-8.476253533,-8.876148359,-9.001304842,-9.272458743,-9.821023053,-10.09691001,-7.903089987,-10.12784373,-10.18111459,40.50838518,0.446600142
EGEJIK_manual.cif,434.4204079,10.13525,8.73207,0.89338,0.680562,2929.66,0.728358,-3.870139388,-7.787812396,-6.974694135,-6.665546249,-8.603800653,-9.083019953,-10.04383157,-8.454692884,-10.34872199,-8.542118103,-8.022733788,-7.655607726,-9.756961951,40.48508834,0.623020509
AXOCEW_clean.cif,79.17338399,7.53359,5.17773,0.295797,1.12374,1014.92,0.535874,-0.757988098,-7.815308569,-8.527243551,-8.256490235,-9.106793247,-9.408935393,-9.404503778,-9.374687549,-9.53313238,-9.696803943,-9.336299075,-9.205511953,-9.344861565,40.42312924,0.087841029
PEVQIS_clean.cif,244.4560432,14.91799,7.78421,1.21068,0.605776,3582.43,0.812123,-4.527243551,-9.185086819,-8.89279003,-10.14026143,-10.51999306,-8.168130226,-9.782516056,-8.346787486,-7.679853714,-8.016824928,-7.89279003,-9.679853714,-9.403402904,40.40838333,0.83239111
WAHMUP_clean.cif,91.40189009,6.91407,6.43494,0.460117,0.92933,1457.87,0.480086,-3.815416447,-6.879426069,-7.879426069,-8.083019953,-8.588380294,-8.233587153,-7.698970004,-7.732828272,-8.850780887,-9.346787486,-8.798602876,-8.882728704,-8.514278574,40.38678434,0.221516515
RIVDEF_clean.cif,74.52501104,4.76383,4.40879,0.145302,1.30487,690.887,0.316789,-3.792597246,-6.218244625,-7.354577731,-7.188424994,-7.36552273,-8.391473966,-9.081969663,-7.785156152,-7.995678626,-8.413412695,-7.886056648,-8.274088368,-8.368556231,40.38629463,0.083141531
VUSKAW_clean.cif,70.8786873,14.97892,8.1519,1.25749,0.594675,3676.53,0.8326,-4.756961951,-9.557520231,-8.041914151,-9.233587153,-9.515700161,-9.567030709,-8.337242168,-8.294992041,-9.407823243,-8.563837353,-8.368556231,-7.801342913,-7.966576245,40.28555242,0.864847524
DOTSOV03_clean.cif,72.93844451,13.27438,6.77146,0.714731,0.887047,2136.43,0.760703,-3.086847096,-6.982966661,-8.612610174,-8.863279433,-8.476253533,-8.435333936,-9.050122296,-9.391473966,-10.07314329,-10.54363397,-10.20620962,-10.38510278,-10.30980392,40.25793061,0.435993304
KECRAL10_clean.cif,133.0008192,7.03442,5.69785,0.673598,1.04513,2412.26,0.649434,-3.455502837,-7.186419011,-8.844663963,-8.41453927,-8.590066877,-8.557520231,-8.565431096,-9.326979093,-9.782516056,-9.555955204,-9.375717904,-9.517126416,-9.30980392,40.19646231,0.266095908
NIGBOW_clean.cif,583.3266974,11.77604,11.54618,0.965093,0.647399,2527.83,0.715425,-4.149353765,-6.958607315,-7.485452247,-8.93930216,-9.240332155,-9.396855627,-9.090979146,-9.023191663,-7.759450752,-8.203425667,-7.735182177,-8.863279433,-7.882728704,40.19243387,0.671085081
MOXNUJ_clean.cif,179.2132357,7.56556,6.84884,0.663174,0.746109,2433.75,0.646154,-4.030584088,-6.392544977,-6.995678626,-7.764471553,-7.044793462,-8.459670525,-8.283996656,-8.785156152,-8.838631998,-8.688246139,-8.832682665,-8.93930216,-8.12090412,40.16288905,0.423586241
WAJHOG.cif,61.37695389,5.3454,4.30125,0.170116,1.31557,556.041,0.359058,-3.22157306,-7.946921557,-9.026410377,-8.705533774,-8.70333481,-9.153662888,-9.146301788,-9.065501549,-9.066006836,-9.181114585,-8.935542011,-8.645891561,-9.058985756,40.12454282,0.070489701
DOTSOV06_clean.cif,70.70117298,13.28033,6.76611,0.715679,0.886431,2139.35,0.761361,-3.076866383,-6.233587153,-7.995678626,-8.88941029,-8.230622674,-8.73754891,-8.93930216,-9.655607726,-8.070581074,-10.26841123,-10.0619809,-10.28567024,-10.1877553,40.00058754,0.441189363
BEPLUF_clean.cif,45.23409883,10.60137,10.50323,0.496675,0.882268,1427.12,0.561882,-3.90813616,-7.850780887,-7.847711656,-6.505845406,-6.966576245,-8.419075024,-7.835647144,-6.769551079,-7.280668713,-8.795880017,-8.860120914,-8.906578315,-8.723538196,39.67704507,0.286753873
UNIGEE_clean.cif,56.80849055,14.93001,8.04855,1.22699,0.605547,3594.06,0.827047,-4.801342913,-7.281498311,-9.127843727,-8.435333936,-8.586700236,-9.07007044,-9.705533774,-8.119186408,-7.701146924,-7.709965389,-7.924453039,-6.598599459,-7.787812396,39.61479202,0.75187111
HAFTOZ_clean.cif,619.0107957,15.38329,7.50376,1.3285,0.554007,3602.9,0.812197,-4.515700161,-7.17327748,-8.169411331,-9.083546051,-8.457174573,-8.559090918,-8.288192771,-8.120330794,-8.790484985,-8.27083521,-7.931814138,-8.191114133,-8.527243551,39.60049681,0.916702926
KIVFAX_clean.cif,35.03766201,6.93452,6.2658,0.340747,1.3893,1402.34,0.519326,7.155336037,-9.341988603,-8.903089987,-9.671620397,-9.477555766,-9.575118363,-9.88941029,-9.554395797,-9.598599459,-9.504455662,-9.612610174,-9.725842151,-9.492144128,39.50391037,0.096741491
DAPBIH_neutral.cif,26.09783493,11.14531,5.11367,0.41709,0.988754,1379.2,0.605105,-2.895892038,-8.913640169,-8.184422252,-9.22184875,-8.860120914,-9.018634491,-8.89279003,-9.294992041,-9.411168274,-9.657577319,-9.906578315,-10.03432803,-9.995678626,39.49640391,0.162930323
XAWVUN_clean.cif,1359.100671,10.48435,9.22291,1.64795,0.464213,4693.3,0.858908,-4.330683119,-7.083546051,-7.623423043,-8.15490196,-9.53165267,-8.251811973,-8.634512015,-8.367542708,-9.07007044,-8.326058001,-7.26520017,-9.152427341,-8.694648631,39.49074829,1.171197851
XAMDUM07_clean.cif,61.05563591,13.24157,6.82072,0.727074,0.874739,2150.71,0.760316,-3.090445575,-8.326058001,-8.30980392,-8.381951903,-8.723538196,-8.774690718,-8.982966661,-9.671620397,-7.935542011,-10.59516628,-10.20971484,-9.853871964,-10.24260397,39.41945186,0.457816324
KIVDUP_clean.cif,75.16754915,6.93863,6.26546,0.35176,1.36457,1411.07,0.519331,7.294466226,-8.749579998,-9.363512104,-9.692503962,-9.400116928,-10.08777794,-10.20551195,-9.841637508,-10.07058107,-9.853871964,-9.525783736,-9.623423043,-9.349692477,39.41489349,0.112162901
HIFVUO.cif,128.5861366,7.50154,5.70588,0.652069,0.819546,2392.47,0.630787,-3.567526184,-7.53313238,-7.607303047,-8.032920266,-6.863279433,-7.186419011,-8.815308569,-9.412289035,-9.450996738,-7.896196279,-8.35753548,-8.987162775,-9.351639989,39.39631113,0.350355037
NUTQAV_clean.cif,113.9409736,10.86653,6.66206,0.944741,0.722738,3065.96,0.804021,-4.056011125,-5.832682665,-6.714442691,-7.346787486,-8.752026734,-8.510041521,-8.860120914,-7.785156152,-9.324221658,-8.170696227,-8.679853714,-8.253365801,-8.427128398,39.32915232,0.622083197
XINWUO_clean.cif,106.0523668,6.77873,4.16551,0.426832,1.09832,1658.33,0.552498,-4.118045029,-7,-6.478861916,-7.21395879,-7.346787486,-7.943095149,-9.036684489,-8.798602876,-9.042871802,-9.425968732,-9.458420756,-9.400116928,-8.769551079,39.27898724,0.267262058
HIFTOG01_clean.cif,64.06071242,15.05143,8.10873,1.27961,0.584242,3721.87,0.825123,-4.829738285,-7.179798541,-8.690369833,-8.806875402,-8.272458743,-8.505845406,-8.651695137,-8.402304814,-7.954677021,-7.605548319,-7.512861625,-8.027797162,-7.528708289,39.15921258,0.880169616
LAWGOG_clean.cif,158.6309503,15.10881,8.16423,1.26937,0.589428,3740.58,0.827563,-4.853871964,-9.201349355,-8.4867824,-8.744727495,-8.950781977,-8.671620397,-8.602059991,-7.739928612,-7.896196279,-7.924453039,-7.756961951,-8.187086643,-8.359518563,39.05254029,0.791386951
VATXEU_clean.cif,38.3566586,7.38612,5.95801,0.150108,2.25172,512.378,0.426204,-3.626880101,-7.671620397,-9.19859629,-8.452225295,-7.590066877,-8.347753659,-9.241845378,-8.754487332,-7.896196279,-8.55129368,-8.627087997,-8.588380294,-8.180456064,38.97964182,0.048928051
LETFEW.cif,18.04352719,5.62477,4.46247,0.0824708,2.12439,326.278,0.255486,-3.708775494,-7.316052869,-8.408935393,-8.818156412,-8.642065153,-8.754487332,-9.063989204,-8.798602876,-7.943095149,-8.70333481,-9.07109231,-9.312471039,-8.508638306,38.96455702,0.024996924
CUNFOH01_clean.cif,63.07117123,8.64942,5.89297,0.282341,1.65261,953.245,0.521965,-4.536107011,-6.57024772,-6.444905551,-6.903089987,-6.735182177,-7.573488739,-8.278189385,-8.177178355,-8.372634143,-8.4867824,-8.081445469,-8.283996656,-8.602059991,38.9469706,0.176813568
IRMOF-6.cif,638.117116,15.71791,6.71406,1.06837,0.652773,3175.16,0.795544,-4.467245621,-5.528708289,-6.853871964,-9.714442691,-9.562249437,-8.412289035,-9.677780705,-8.505845406,-8.725842151,-7.688246139,-8.160521953,-8.220403509,-8.129011186,38.92383214,0.700495915
GIYSAJ_clean.cif,27.38990587,5.48839,4.9276,0.0357278,1.56181,119.415,0.269957,-1.627951924,-8.806875402,-8.452225295,-9.350665141,-9.109020403,-9.087777943,-9.184422252,-9.329754147,-9.369572125,-9.394694954,-9.159893906,-9.214670165,-9.393618635,38.87658578,0.030567314
LARVIL.cif,21.64047506,7.28022,7.05352,0.106414,2.2234,342.897,0.278329,-4.958607315,-7.338187314,-6.928117993,-6.694648631,-7.054039296,-7.139661993,-7.801342913,-7.982966661,-8.154281982,-8.886056648,-8.22184875,-8.540607512,-8.744727495,38.78348643,0.067487254
MIBQAR_clean.cif,57.02672223,15.10901,8.17545,1.27759,0.589235,3709.23,0.828446,-4.850780887,-8.692503962,-8.614393726,-9.882728704,-8.3400838,-9.747146969,-8.15490196,-7.815308569,-7.744727495,-7.853871964,-7.847711656,-7.795880017,-7.838631998,38.66390612,0.726255692
TUDJOS.cif,88.86078465,11.48833,4.29002,0.445157,0.911589,1479.94,0.536707,-4.2915791,-6.305394801,-6.91721463,-8.055517328,-7.728158393,-7.279014256,-7.832682665,-7.946921557,-8.752026734,-8.354577731,-8.879426069,-8.872895202,-8.505845406,38.57582912,0.231038329
YIWMEW_clean.cif,87.94150698,5.71043,3.7924,0.368384,1.30733,1179.31,0.49215,-3.948376764,-9.11577123,-9.177178355,-9.866461092,-8.663540266,-9.935542011,-8.812479279,-9.793174124,-10.15989391,-9.557520231,-8.441291429,-8.950781977,-9.511449283,38.38603671,0.196987445
HOGTOM_clean.cif,79.37956009,7.87684,5.10514,0.147925,1.77252,433.912,0.299852,-4.247951552,-8.01188716,-7.732828272,-7.396855627,-8.424812155,-9.056505484,-8.749579998,-8.962573502,-9.563837353,-9.036684489,-9.143875556,-9.619788758,-8.246416941,38.20839684,0.076409266
NEGGOX_clean.cif,97.40252409,5.94126,4.78563,0.491353,1.0465,1378.18,0.467487,-3.729773158,-6.995678626,-8.008330993,-7.735182177,-9.181114585,-9.308034897,-8.385102784,-9.931814138,-9.500312917,-9.555955204,-9.73754891,-10.0070049,-9.928117993,38.07060809,0.217074822
RAVWAO_clean.cif,45.61749755,17.92516,17.51395,1.2599,0.536552,2624.7,0.76447,-0.222709505,-8.048176965,-8.88941029,-9.375717904,-8.447331784,-8.798602876,-7.305394801,-8.958607315,-8.292429824,-8.735182177,-8.749579998,-10.40782324,-8.661543506,37.69022793,0.05629841
DANZOJ_neutral.cif,53.25892821,11.31824,4.82783,0.423837,0.953196,1362.39,0.591156,-3.046975705,-8.308034897,-8.782516056,-8.732828272,-9.078313525,-9.142667504,-9.26520017,-8.943095149,-9.906578315,-10.04239271,-9.920818754,-10.1123827,-10.01954211,37.64759576,0.190337847
CAYBAH.cif,26.72311794,5.33106,4.16414,0.138128,1.49426,447.777,0.317467,-4.146301788,-9.195860568,-9.612610174,-9.201349355,-8.11463878,-9.777283529,-9.835647144,-9.442492798,-9.413412695,-8.232102384,-8.962573502,-8.444905551,-9.472370099,37.58799711,0.067912788
GAXDIS10_clean.cif,77.63773387,5.6221,3.79318,0.360994,1.31969,1155.42,0.488241,-4.301029996,-8.454692884,-9.440093375,-10.04095861,-8.669586227,-9.882728704,-9.698970004,-9.681936665,-9.571865206,-9.341035157,-9.443697499,-8.59345982,-9.258848401,37.57852395,0.192591695
EDUSIF_clean.cif,123.1226361,15.06732,8.16198,1.26943,0.593338,3634.99,0.828695,-4.829738285,-8.165579296,-8.787812396,-9.266802735,-8.987162775,-8.958607315,-9.663540266,-7.910094889,-8.928117993,-7.798602876,-7.424812155,-7.903089987,-8.153044675,36.92508449,0.848181055
DUXZIG01_clean.cif,339.4251932,6.00118,4.30656,0.590909,1.04686,2363.42,0.586855,-4.801342913,-6.472370099,-8.657577319,-8.359518563,-9.026872146,-8.744727495,-9.010550182,-7.93930216,-7.212539525,-7.221125528,-7.596879479,-8.220403509,-8.59345982,36.87168463,0.365516888
SAHYOQ04_clean.cif,60.95938904,15.1121,8.18116,1.25866,0.589515,3721,0.824153,-4.886056648,-8.850780887,-8.634512015,-8.823908741,-8.425968732,-8.458420756,-8.946921557,-7.655607726,-8.1123827,-7.585026652,-7.714442691,-8.434152181,-6.950781977,36.69031747,0.750633334
PUQXUV_clean.cif,19.49525031,5.34196,5.07007,0.035514,1.50363,119.193,0.27716,-1.465590563,-8.661543506,-8.829738285,-9.073143291,-8.991399828,-9.033858267,-9.119758224,-9.133712661,-9.185752404,-9.092051478,-9.135488919,-10.22767829,-8.804100348,36.07509043,0.016820893
HAXMUP_clean.cif,130.5024626,8.05193,6.18948,0.275962,1.0871,1000.42,0.390654,-4.338187314,-7.480172006,-8.321481621,-7.978810701,-7.583359493,-8.480172006,-8.76700389,-8.341035157,-8.742321425,-8.183096161,-8.381951903,-7.920818754,-8.645891561,35.97875772,0.125319156
PUQYAC_clean.cif,20.76670428,5.33403,5.06362,0.0342604,1.50028,118.131,0.27606,-1.462864985,-8.184422252,-8.68613278,-9.160521953,-9.019088062,-8.982966661,-8.978810701,-8.995678626,-8.958607315,-8.987162775,-9.171984936,-10.21609642,-9.031517051,35.41838448,0.016425744
VAZTOG_clean.cif,86.9990301,15.10875,8.11608,1.25106,0.589901,3699.55,0.820079,-4.879426069,-8.501689446,-8.747146969,-8.524328812,-8.89279003,-9.89279003,-8.178486472,-8.147520006,-8.170696227,-8.179798541,-7.863279433,-7.297569464,-7.774690718,35.37442832,0.61836984
YIWMIA_clean.cif,28.85152304,6.62087,4.85937,0.385813,1.27523,1284.47,0.506774,-4.521433504,-9.913640169,-9.785156152,-10.42136079,-8.029188389,-9.866461092,-9.761953897,-8.454692884,-9.690369833,-9.029188389,-9.548213564,-9.036684489,-8.588380294,34.12908328,0.173260135
ATIBIO_clean.cif,25.29536589,4.90976,3.9552,0.157025,1.5972,400.871,0.271411,-4.623423043,-9.111259039,-9.15739076,-9.173925197,-9.698970004,-9.847711656,-9.787812396,-8.928117993,-9.607303047,-9.460923901,-9.478861916,-9.690369833,-9.501689446,33.40131964,0.03581666
SAHYOQ03_clean.cif,54.2571214,15.09057,8.14223,1.24864,0.591684,3688.14,0.821696,-4.89279003,-8.93930216,-8.022276395,-8.217527376,-8.210419288,-9.48945499,-8.068033885,-8.195179321,-7.93930216,-8.036684489,-7.628932138,-8.057991947,-7.974694135,33.11360249,0.463556055
SAHYOQ05_clean.cif,53.65434784,15.11846,8.28521,1.27596,0.589515,3724.41,0.834542,-4.744727495,-8.253365801,-8.408935393,-8.480172006,-10.42481216,-8.645891561,-7.798602876,-7.787812396,-9.795880017,-7.950781977,-8.045757491,-8.463441557,-7.580044252,31.1492039,0.262000285
NIJZOV_clean.cif,17.36730877,8.63967,7.07381,0.204596,1.5406,650.999,0.369135,-5.203425667,-8.033858267,-9.076238039,-8.812479279,-9.614393726,-7.966576245,-8.060480747,-8.522878745,-8.11407366,-8.549750892,-8.027334408,-8.397940009,-8.360513511,29.11493271,0.043373693
RONCIG_clean.cif,6.065411268,9.09614,7.62058,0.222728,1.45289,712.536,0.395006,-4.958607315,-9.798602876,-10.3419886,-10.59687948,-8.655607726,-9.056011125,-9.321481621,-9.659555885,-8.020451625,-8.112945622,-8.00656377,-7.559090918,-8.294992041,28.21228969,0.035301313
VUSJUP_clean.cif,60.41598742,14.82069,8.62297,1.54558,0.519287,4107.43,0.82788,-4.70333481,-9.385102784,-7.696803943,-8.472370099,-9.273272791,-9.512861625,-9.634512015,-7.474955193,-9.754487332,-9.468521083,-8.368556231,-8.924453039,-9.534617149,27.8603799,0.027171385
YIWLOF_clean.cif,43.48057218,6.80302,5.40232,0.454891,1.24426,1391.86,0.523794,-4.649751982,-8.896196279,-9.266802735,-8.313363731,-9.171340103,-9.598599459,-8.353596274,-8.428291168,-7.958607315,-8.302770657,-8.258060922,-8.982966661,-8.011441043,27.62538892,0.056591245
YIWLEV_clean.cif,24.50211296,6.83688,5.5167,0.468511,1.2226,1448.14,0.529575,-4.721246399,-7.643974143,-8.581698709,-8.438898616,-8.141462802,-8.404503778,-8.585026652,-9.420216403,-7.869666232,-8.4225082,-9.029188389,-8.256490235,-8.063989204,27.2802875,0.048506014
LAWGUM_clean.cif,140.024748,15.11431,8.16281,1.2707,0.58881,3741.52,0.826931,-4.860120914,-8.467245621,-9.774690718,-8.910094889,-8.568636236,-7.886056648,-7.844663963,-7.647817482,-7.709965389,-8.181114585,-7.872895202,-8.806875402,-7.913640169,25.99493258,0.175942033
RONZID_clean.cif,20.46891782,6.4621,4.91137,0.611613,1.11083,2305.86,0.62657,-4.931814138,-8.623423043,-8.485452247,-9.086186148,-8.826813732,-8.248720896,-8.387216143,-8.402304814,-7.886056648,-8.540607512,-7.950781977,-8.728158393,-8.467245621,25.37467715,0.027240167
JUTCUW_clean.cif,46.67496166,6.93882,5.60562,0.651522,1.05599,2256.28,0.65061,-4.906578315,-8.134896025,-8.393618635,-8.924453039,-8.408935393,-8.809668302,-8.281498311,-7.958607315,-7.89279003,-7.974694135,-8.075204004,-8.110698297,-8.028260409,24.22279284,0.027091457
PIYZAZ_clean.cif,24.65130074,7.0079,5.66233,0.6679,1.03548,2343.46,0.652353,-4.946921557,-7.88941029,-8.477555766,-8.268411235,-8.514278574,-8.987162775,-8.148130399,-8.060480747,-7.677780705,-8.199282922,-8.140261434,-8.269217724,-7.931814138,23.80767157,0.032082923
